session_test_id,Rating,feedback,trial_id,rating_stimulus,rating_score,rating_time,rating_comment
tts_experiment,both_equal,"Je to moc pekne :)",sentence72,reference,100,65380,
tts_experiment,both_equal,"Je to moc pekne :)",sentence72,deep_voice,66,65380,
tts_experiment,both_equal,"Je to moc pekne :)",sentence72,fertiliity_griffin,59,65380,
tts_experiment,both_equal,"Je to moc pekne :)",sentence72,fertility,73,65380,
tts_experiment,both_equal,"Je to moc pekne :)",sentence75,fertiliity_griffin,49,83836,
tts_experiment,both_equal,"Je to moc pekne :)",sentence75,fertility,68,83836,
tts_experiment,both_equal,"Je to moc pekne :)",sentence75,tacotron_2,61,83836,
tts_experiment,both_equal,"Je to moc pekne :)",sentence75,reference,100,83836,
tts_experiment,both_equal,"Je to moc pekne :)",sentence75,deep_voice,53,83836,
tts_experiment,both_equal,"Je to moc pekne :)",sentence68,fertiliity_griffin,50,65898,
tts_experiment,both_equal,"Je to moc pekne :)",sentence68,fertility,87,65898,
tts_experiment,both_equal,"Je to moc pekne :)",sentence68,deep_voice,47,65898,
tts_experiment,both_equal,"Je to moc pekne :)",sentence68,tacotron_2,59,65898,
tts_experiment,both_equal,"Je to moc pekne :)",sentence68,reference,100,65898,
tts_experiment,both_equal,"Je to moc pekne :)",sentence19,tacotron_2,67,78470,
tts_experiment,both_equal,"Je to moc pekne :)",sentence19,deep_voice,59,78470,
tts_experiment,both_equal,"Je to moc pekne :)",sentence19,fertiliity_griffin,54,78470,
tts_experiment,both_equal,"Je to moc pekne :)",sentence19,reference,100,78470,
tts_experiment,both_equal,"Je to moc pekne :)",sentence19,fertility,65,78470,
tts_experiment,both_equal,"Je to moc pekne :)",sentence11,deep_voice,49,65721,
tts_experiment,both_equal,"Je to moc pekne :)",sentence11,fertiliity_griffin,47,65721,
tts_experiment,both_equal,"Je to moc pekne :)",sentence11,tacotron_2,79,65721,
tts_experiment,both_equal,"Je to moc pekne :)",sentence11,fertility,74,65721,
tts_experiment,both_equal,"Je to moc pekne :)",sentence11,reference,100,65721,
tts_experiment,both_equal,"Je to moc pekne :)",sentence50,deep_voice,51,62951,
tts_experiment,both_equal,"Je to moc pekne :)",sentence50,reference,100,62951,
tts_experiment,both_equal,"Je to moc pekne :)",sentence50,fertility,76,62951,
tts_experiment,both_equal,"Je to moc pekne :)",sentence50,fertiliity_griffin,60,62951,
tts_experiment,both_equal,"Je to moc pekne :)",sentence50,tacotron_2,72,62951,
tts_experiment,both_equal,"Je to moc pekne :)",sentence58,tacotron_2,50,66563,
tts_experiment,both_equal,"Je to moc pekne :)",sentence58,deep_voice,43,66563,
tts_experiment,both_equal,"Je to moc pekne :)",sentence58,fertiliity_griffin,60,66563,
tts_experiment,both_equal,"Je to moc pekne :)",sentence58,reference,100,66563,
tts_experiment,both_equal,"Je to moc pekne :)",sentence58,fertility,81,66563,
tts_experiment,voice_quality,,sentence2,fertility,71,53765,
tts_experiment,voice_quality,,sentence2,deep_voice,31,53765,
tts_experiment,voice_quality,,sentence2,fertiliity_griffin,28,53765,
tts_experiment,voice_quality,,sentence2,tacotron_2,50,53765,
tts_experiment,voice_quality,,sentence2,reference,100,53765,
tts_experiment,voice_quality,,sentence82,reference,100,53368,
tts_experiment,voice_quality,,sentence82,fertiliity_griffin,30,53368,
tts_experiment,voice_quality,,sentence82,fertility,73,53368,
tts_experiment,voice_quality,,sentence82,tacotron_2,45,53368,
tts_experiment,voice_quality,,sentence82,deep_voice,32,53368,
tts_experiment,voice_quality,,sentence8,deep_voice,32,52810,
tts_experiment,voice_quality,,sentence8,tacotron_2,50,52810,
tts_experiment,voice_quality,,sentence8,reference,60,52810,
tts_experiment,voice_quality,,sentence8,fertiliity_griffin,33,52810,
tts_experiment,voice_quality,,sentence8,fertility,78,52810,
tts_experiment,voice_quality,,sentence86,fertiliity_griffin,42,55485,
tts_experiment,voice_quality,,sentence86,deep_voice,40,55485,
tts_experiment,voice_quality,,sentence86,tacotron_2,50,55485,
tts_experiment,voice_quality,,sentence86,fertility,82,55485,
tts_experiment,voice_quality,,sentence86,reference,100,55485,
tts_experiment,voice_quality,,sentence37,deep_voice,31,45906,
tts_experiment,voice_quality,,sentence37,fertiliity_griffin,41,45906,
tts_experiment,voice_quality,,sentence37,tacotron_2,44,45906,
tts_experiment,voice_quality,,sentence37,reference,69,45906,
tts_experiment,voice_quality,,sentence37,fertility,50,45906,
tts_experiment,voice_quality,,sentence88,tacotron_2,30,75556,
tts_experiment,voice_quality,,sentence88,fertility,71,75556,
tts_experiment,voice_quality,,sentence88,reference,86,75556,
tts_experiment,voice_quality,,sentence88,fertiliity_griffin,39,75556,
tts_experiment,voice_quality,,sentence88,deep_voice,38,75556,
tts_experiment,voice_quality,,sentence53,tacotron_2,100,69678,
tts_experiment,voice_quality,,sentence53,fertiliity_griffin,59,69678,
tts_experiment,voice_quality,,sentence53,reference,100,69678,
tts_experiment,voice_quality,,sentence53,fertility,55,69678,
tts_experiment,voice_quality,,sentence53,deep_voice,62,69678,
tts_experiment,voice_quality,,sentence43,tacotron_2,63,65961,
tts_experiment,voice_quality,,sentence43,reference,86,65961,
tts_experiment,voice_quality,,sentence43,deep_voice,41,65961,
tts_experiment,voice_quality,,sentence43,fertility,35,65961,
tts_experiment,voice_quality,,sentence43,fertiliity_griffin,36,65961,
tts_experiment,voice_quality,,sentence97,deep_voice,29,120685,
tts_experiment,voice_quality,,sentence97,fertility,53,120685,
tts_experiment,voice_quality,,sentence97,fertiliity_griffin,48,120685,
tts_experiment,voice_quality,,sentence97,reference,100,120685,
tts_experiment,voice_quality,,sentence97,tacotron_2,63,120685,
tts_experiment,voice_quality,,sentence94,fertiliity_griffin,62,55498,
tts_experiment,voice_quality,,sentence94,tacotron_2,51,55498,
tts_experiment,voice_quality,,sentence94,deep_voice,26,55498,
tts_experiment,voice_quality,,sentence94,fertility,94,55498,
tts_experiment,voice_quality,,sentence94,reference,86,55498,
tts_experiment,both_equal,,sentence61,fertility,95,122198,
tts_experiment,both_equal,,sentence61,tacotron_2,85,122198,
tts_experiment,both_equal,,sentence61,deep_voice,50,122198,
tts_experiment,both_equal,,sentence61,reference,100,122198,
tts_experiment,both_equal,,sentence61,fertiliity_griffin,80,122198,
tts_experiment,both_equal,,sentence83,tacotron_2,40,101188,
tts_experiment,both_equal,,sentence83,fertility,100,101188,
tts_experiment,both_equal,,sentence83,deep_voice,50,101188,
tts_experiment,both_equal,,sentence83,reference,100,101188,
tts_experiment,both_equal,,sentence83,fertiliity_griffin,80,101188,
tts_experiment,both_equal,,sentence9,fertiliity_griffin,80,129752,
tts_experiment,both_equal,,sentence9,tacotron_2,80,129752,
tts_experiment,both_equal,,sentence9,fertility,95,129752,
tts_experiment,both_equal,,sentence9,reference,100,129752,
tts_experiment,both_equal,,sentence9,deep_voice,70,129752,
tts_experiment,both_equal,,sentence38,fertiliity_griffin,80,68404,
tts_experiment,both_equal,,sentence38,deep_voice,75,68404,
tts_experiment,both_equal,,sentence38,fertility,95,68404,
tts_experiment,both_equal,,sentence38,reference,100,68404,
tts_experiment,both_equal,,sentence38,tacotron_2,65,68404,
tts_experiment,both_equal,,sentence21,reference,100,71869,
tts_experiment,both_equal,,sentence21,deep_voice,75,71869,
tts_experiment,both_equal,,sentence21,tacotron_2,45,71869,
tts_experiment,both_equal,,sentence21,fertility,90,71869,
tts_experiment,both_equal,,sentence21,fertiliity_griffin,85,71869,
tts_experiment,both_equal,,sentence48,reference,100,98369,
tts_experiment,both_equal,,sentence48,fertiliity_griffin,80,98369,
tts_experiment,both_equal,,sentence48,deep_voice,60,98369,
tts_experiment,both_equal,,sentence48,tacotron_2,85,98369,
tts_experiment,both_equal,,sentence48,fertility,100,98369,
tts_experiment,both_equal,,sentence89,tacotron_2,65,80813,
tts_experiment,both_equal,,sentence89,reference,100,80813,
tts_experiment,both_equal,,sentence89,deep_voice,45,80813,
tts_experiment,both_equal,,sentence89,fertility,90,80813,
tts_experiment,both_equal,,sentence89,fertiliity_griffin,80,80813,
tts_experiment,both_equal,,sentence88,tacotron_2,36,75885,
tts_experiment,both_equal,,sentence88,fertility,90,75885,
tts_experiment,both_equal,,sentence88,deep_voice,65,75885,
tts_experiment,both_equal,,sentence88,reference,100,75885,
tts_experiment,both_equal,,sentence88,fertiliity_griffin,95,75885,
tts_experiment,both_equal,,sentence50,fertiliity_griffin,80,80539,
tts_experiment,both_equal,,sentence50,reference,100,80539,
tts_experiment,both_equal,,sentence50,fertility,95,80539,
tts_experiment,both_equal,,sentence50,tacotron_2,80,80539,
tts_experiment,both_equal,,sentence50,deep_voice,75,80539,
tts_experiment,both_equal,,sentence43,deep_voice,65,87138,
tts_experiment,both_equal,,sentence43,fertiliity_griffin,60,87138,
tts_experiment,both_equal,,sentence43,tacotron_2,85,87138,
tts_experiment,both_equal,,sentence43,fertility,85,87138,
tts_experiment,both_equal,,sentence43,reference,100,87138,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence55,fertility,32,68790,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence55,fertiliity_griffin,14,68790,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence55,deep_voice,10,68790,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence55,reference,95,68790,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence55,tacotron_2,58,68790,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence16,fertiliity_griffin,28,18264,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence16,deep_voice,21,18264,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence16,fertility,12,18264,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence16,reference,100,18264,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence16,tacotron_2,45,18264,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence61,deep_voice,11,36770,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence61,tacotron_2,71,36770,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence61,reference,100,36770,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence61,fertiliity_griffin,30,36770,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence61,fertility,48,36770,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence72,tacotron_2,69,23946,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence72,fertility,68,23946,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence72,fertiliity_griffin,21,23946,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence72,deep_voice,11,23946,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence72,reference,100,23946,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence90,tacotron_2,55,25079,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence90,fertility,49,25079,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence90,fertiliity_griffin,29,25079,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence90,reference,100,25079,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence90,deep_voice,24,25079,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence27,tacotron_2,53,17558,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence27,deep_voice,28,17558,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence27,fertility,71,17558,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence27,reference,100,17558,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence27,fertiliity_griffin,11,17558,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence24,fertiliity_griffin,51,18906,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence24,reference,100,18906,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence24,deep_voice,30,18906,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence24,fertility,64,18906,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence24,tacotron_2,46,18906,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence42,fertiliity_griffin,33,16376,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence42,reference,100,16376,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence42,tacotron_2,65,16376,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence42,deep_voice,21,16376,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence42,fertility,32,16376,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence49,fertility,50,19445,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence49,reference,100,19445,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence49,deep_voice,16,19445,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence49,tacotron_2,34,19445,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence49,fertiliity_griffin,15,19445,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence74,deep_voice,32,29761,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence74,fertiliity_griffin,16,29761,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence74,tacotron_2,86,29761,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence74,fertility,66,29761,
tts_experiment,voice_quality,"Well done Jan, keep up the good work and will go places one day.",sentence74,reference,85,29761,
tts_experiment,both_equal,,sentence54,deep_voice,10,157775,
tts_experiment,both_equal,,sentence54,fertility,40,157775,
tts_experiment,both_equal,,sentence54,fertiliity_griffin,10,157775,
tts_experiment,both_equal,,sentence54,reference,90,157775,
tts_experiment,both_equal,,sentence54,tacotron_2,48,157775,
tts_experiment,both_equal,,sentence17,deep_voice,15,92680,
tts_experiment,both_equal,,sentence17,fertility,68,92680,
tts_experiment,both_equal,,sentence17,reference,100,92680,
tts_experiment,both_equal,,sentence17,fertiliity_griffin,13,92680,
tts_experiment,both_equal,,sentence17,tacotron_2,68,92680,
tts_experiment,both_equal,,sentence94,tacotron_2,61,24094,
tts_experiment,both_equal,,sentence94,fertiliity_griffin,12,24094,
tts_experiment,both_equal,,sentence94,fertility,65,24094,
tts_experiment,both_equal,,sentence94,deep_voice,9,24094,
tts_experiment,both_equal,,sentence94,reference,100,24094,
tts_experiment,both_equal,,sentence65,reference,100,26412,
tts_experiment,both_equal,,sentence65,tacotron_2,54,26412,
tts_experiment,both_equal,,sentence65,fertiliity_griffin,14,26412,
tts_experiment,both_equal,,sentence65,fertility,52,26412,
tts_experiment,both_equal,,sentence65,deep_voice,14,26412,
tts_experiment,both_equal,,sentence36,reference,100,23226,
tts_experiment,both_equal,,sentence36,tacotron_2,54,23226,
tts_experiment,both_equal,,sentence36,fertiliity_griffin,15,23226,
tts_experiment,both_equal,,sentence36,deep_voice,16,23226,
tts_experiment,both_equal,,sentence36,fertility,50,23226,
tts_experiment,both_equal,,sentence52,reference,100,49384,
tts_experiment,both_equal,,sentence52,fertility,63,49384,
tts_experiment,both_equal,,sentence52,fertiliity_griffin,16,49384,
tts_experiment,both_equal,,sentence52,deep_voice,15,49384,
tts_experiment,both_equal,,sentence52,tacotron_2,36,49384,
tts_experiment,both_equal,,sentence43,reference,100,39477,
tts_experiment,both_equal,,sentence43,fertility,65,39477,
tts_experiment,both_equal,,sentence43,tacotron_2,56,39477,
tts_experiment,both_equal,,sentence43,deep_voice,12,39477,
tts_experiment,both_equal,,sentence43,fertiliity_griffin,10,39477,
tts_experiment,both_equal,,sentence7,deep_voice,14,21662,
tts_experiment,both_equal,,sentence7,fertility,44,21662,
tts_experiment,both_equal,,sentence7,fertiliity_griffin,10,21662,
tts_experiment,both_equal,,sentence7,tacotron_2,64,21662,
tts_experiment,both_equal,,sentence7,reference,100,21662,
tts_experiment,both_equal,,sentence20,fertiliity_griffin,13,57735,
tts_experiment,both_equal,,sentence20,tacotron_2,66,57735,
tts_experiment,both_equal,,sentence20,fertility,67,57735,
tts_experiment,both_equal,,sentence20,reference,100,57735,
tts_experiment,both_equal,,sentence20,deep_voice,16,57735,
tts_experiment,both_equal,,sentence23,tacotron_2,44,46126,
tts_experiment,both_equal,,sentence23,fertility,65,46126,
tts_experiment,both_equal,,sentence23,deep_voice,10,46126,
tts_experiment,both_equal,,sentence23,fertiliity_griffin,10,46126,
tts_experiment,both_equal,,sentence23,reference,100,46126,
tts_experiment,voice_quality,,sentence63,fertility,41,78046,
tts_experiment,voice_quality,,sentence63,reference,100,78046,
tts_experiment,voice_quality,,sentence63,deep_voice,30,78046,
tts_experiment,voice_quality,,sentence63,tacotron_2,49,78046,
tts_experiment,voice_quality,,sentence63,fertiliity_griffin,71,78046,
tts_experiment,voice_quality,,sentence42,tacotron_2,73,45543,
tts_experiment,voice_quality,,sentence42,fertiliity_griffin,52,45543,
tts_experiment,voice_quality,,sentence42,deep_voice,55,45543,
tts_experiment,voice_quality,,sentence42,reference,100,45543,
tts_experiment,voice_quality,,sentence42,fertility,84,45543,
tts_experiment,voice_quality,,sentence77,fertiliity_griffin,63,38629,
tts_experiment,voice_quality,,sentence77,reference,100,38629,
tts_experiment,voice_quality,,sentence77,fertility,90,38629,
tts_experiment,voice_quality,,sentence77,deep_voice,68,38629,
tts_experiment,voice_quality,,sentence77,tacotron_2,68,38629,
tts_experiment,voice_quality,,sentence18,tacotron_2,74,22582,
tts_experiment,voice_quality,,sentence18,fertility,100,22582,
tts_experiment,voice_quality,,sentence18,deep_voice,95,22582,
tts_experiment,voice_quality,,sentence18,reference,100,22582,
tts_experiment,voice_quality,,sentence18,fertiliity_griffin,57,22582,
tts_experiment,voice_quality,,sentence75,fertiliity_griffin,56,29835,
tts_experiment,voice_quality,,sentence75,deep_voice,58,29835,
tts_experiment,voice_quality,,sentence75,fertility,86,29835,
tts_experiment,voice_quality,,sentence75,tacotron_2,100,29835,
tts_experiment,voice_quality,,sentence75,reference,100,29835,
tts_experiment,voice_quality,,sentence36,fertiliity_griffin,32,31146,
tts_experiment,voice_quality,,sentence36,tacotron_2,72,31146,
tts_experiment,voice_quality,,sentence36,deep_voice,63,31146,
tts_experiment,voice_quality,,sentence36,reference,100,31146,
tts_experiment,voice_quality,,sentence36,fertility,83,31146,
tts_experiment,voice_quality,,sentence54,deep_voice,67,31608,
tts_experiment,voice_quality,,sentence54,tacotron_2,80,31608,
tts_experiment,voice_quality,,sentence54,fertiliity_griffin,56,31608,
tts_experiment,voice_quality,,sentence54,reference,100,31608,
tts_experiment,voice_quality,,sentence54,fertility,83,31608,
tts_experiment,voice_quality,,sentence59,reference,100,16439,
tts_experiment,voice_quality,,sentence59,fertility,83,16439,
tts_experiment,voice_quality,,sentence59,deep_voice,68,16439,
tts_experiment,voice_quality,,sentence59,fertiliity_griffin,60,16439,
tts_experiment,voice_quality,,sentence59,tacotron_2,73,16439,
tts_experiment,voice_quality,,sentence21,fertility,48,19968,
tts_experiment,voice_quality,,sentence21,tacotron_2,58,19968,
tts_experiment,voice_quality,,sentence21,fertiliity_griffin,58,19968,
tts_experiment,voice_quality,,sentence21,deep_voice,64,19968,
tts_experiment,voice_quality,,sentence21,reference,100,19968,
tts_experiment,voice_quality,,sentence79,fertility,82,47657,
tts_experiment,voice_quality,,sentence79,reference,100,47657,
tts_experiment,voice_quality,,sentence79,deep_voice,57,47657,
tts_experiment,voice_quality,,sentence79,fertiliity_griffin,73,47657,
tts_experiment,voice_quality,,sentence79,tacotron_2,78,47657,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence44,fertility,79,122850,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence44,fertiliity_griffin,30,122850,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence44,deep_voice,50,122850,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence44,tacotron_2,73,122850,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence44,reference,100,122850,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence71,fertility,74,50811,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence71,deep_voice,40,50811,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence71,fertiliity_griffin,20,50811,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence71,tacotron_2,61,50811,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence71,reference,100,50811,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence68,fertility,76,49197,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence68,reference,100,49197,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence68,tacotron_2,40,49197,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence68,fertiliity_griffin,40,49197,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence68,deep_voice,28,49197,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence62,tacotron_2,41,87433,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence62,reference,100,87433,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence62,fertiliity_griffin,29,87433,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence62,deep_voice,37,87433,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence62,fertility,50,87433,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence0,fertiliity_griffin,27,93298,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence0,fertility,88,93298,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence0,tacotron_2,80,93298,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence0,reference,100,93298,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence0,deep_voice,39,93298,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence38,tacotron_2,53,33504,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence38,deep_voice,40,33504,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence38,fertility,67,33504,
tts_experiment,voice_quality,"Jestli jsem byl moc vedle tak to smaz :D",sentence38,fertiliity_griffin,27,33504,
